,OPE ID,School,State_x,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,State_y,Region,CITY,STABBR,COSTT4_A
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 10,Reseda,CA,23560.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 10,San Bernardino,CA,24832.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 10,Anaheim,CA,23333.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 10,Ontario,CA,24741.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 21R,Reseda,CA,23560.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 21R,San Bernardino,CA,24832.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 21R,Anaheim,CA,23333.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 21R,Ontario,CA,24741.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 21R,Reseda,CA,23560.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 21R,San Bernardino,CA,24832.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 21R,Anaheim,CA,23333.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 21R,Ontario,CA,24741.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 16R (San Diego),Reseda,CA,23560.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 16R (San Diego),San Bernardino,CA,24832.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 16R (San Diego),Anaheim,CA,23333.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 16R (San Diego),Ontario,CA,24741.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 10,Reseda,CA,23560.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 10,San Bernardino,CA,24832.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 10,Anaheim,CA,23333.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 10,Ontario,CA,24741.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 8R (Alameda),Reseda,CA,23560.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 8R (Alameda),San Bernardino,CA,24832.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 8R (Alameda),Anaheim,CA,23333.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 8R (Alameda),Ontario,CA,24741.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 5R (San Francisco),Reseda,CA,23560.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 5R (San Francisco),San Bernardino,CA,24832.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 5R (San Francisco),Anaheim,CA,23333.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CA,Region 5R (San Francisco),Ontario,CA,24741.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CO,Region 4,Aurora,CO,25058.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,CO,Region 4 ,Aurora,CO,25058.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,MO,Eastern (St. Louis City and County),Springfield,MO,23751.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,OR,Region 4,Portland,OR,25597.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,VA,Region 5,Newport News,VA,23327.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,VA,Region 5,Arlington,VA,25912.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,VA,Region 5,Vienna,VA,28063.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,WA,Region 2,Bremerton,WA,22629.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,WA,Region 2,Vancouver,WA,22913.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,WA,Region 2,Bremerton,WA,22629.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,WA,Region 2,Vancouver,WA,22913.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,WA,Region 2,Bremerton,WA,22629.0
345,1110900,everest college,CA,91335-4631     ,Proprietary,39,69767,75197,0,0,0,547,82997,130143,WA,Region 2,Vancouver,WA,22913.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 10,Reseda,CA,23560.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 10,San Bernardino,CA,24832.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 10,Anaheim,CA,23333.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 10,Ontario,CA,24741.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 21R,Reseda,CA,23560.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 21R,San Bernardino,CA,24832.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 21R,Anaheim,CA,23333.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 21R,Ontario,CA,24741.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 21R,Reseda,CA,23560.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 21R,San Bernardino,CA,24832.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 21R,Anaheim,CA,23333.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 21R,Ontario,CA,24741.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 16R (San Diego),Reseda,CA,23560.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 16R (San Diego),San Bernardino,CA,24832.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 16R (San Diego),Anaheim,CA,23333.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 16R (San Diego),Ontario,CA,24741.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 10,Reseda,CA,23560.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 10,San Bernardino,CA,24832.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 10,Anaheim,CA,23333.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 10,Ontario,CA,24741.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 8R (Alameda),Reseda,CA,23560.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 8R (Alameda),San Bernardino,CA,24832.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 8R (Alameda),Anaheim,CA,23333.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 8R (Alameda),Ontario,CA,24741.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 5R (San Francisco),Reseda,CA,23560.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 5R (San Francisco),San Bernardino,CA,24832.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 5R (San Francisco),Anaheim,CA,23333.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CA,Region 5R (San Francisco),Ontario,CA,24741.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CO,Region 4,Aurora,CO,25058.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,CO,Region 4 ,Aurora,CO,25058.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,MO,Eastern (St. Louis City and County),Springfield,MO,23751.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,OR,Region 4,Portland,OR,25597.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,VA,Region 5,Newport News,VA,23327.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,VA,Region 5,Arlington,VA,25912.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,VA,Region 5,Vienna,VA,28063.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,WA,Region 2,Bremerton,WA,22629.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,WA,Region 2,Vancouver,WA,22913.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,WA,Region 2,Bremerton,WA,22629.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,WA,Region 2,Vancouver,WA,22913.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,WA,Region 2,Bremerton,WA,22629.0
346,760600,everest college,CA,90010-2221     ,Proprietary,7,10883,7340,0,0,0,157,33772,43404,WA,Region 2,Vancouver,WA,22913.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 10,Reseda,CA,23560.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 10,San Bernardino,CA,24832.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 10,Anaheim,CA,23333.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 10,Ontario,CA,24741.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 21R,Reseda,CA,23560.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 21R,San Bernardino,CA,24832.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 21R,Anaheim,CA,23333.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 21R,Ontario,CA,24741.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 21R,Reseda,CA,23560.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 21R,San Bernardino,CA,24832.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 21R,Anaheim,CA,23333.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 21R,Ontario,CA,24741.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 16R (San Diego),Reseda,CA,23560.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 16R (San Diego),San Bernardino,CA,24832.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 16R (San Diego),Anaheim,CA,23333.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 16R (San Diego),Ontario,CA,24741.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 10,Reseda,CA,23560.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 10,San Bernardino,CA,24832.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 10,Anaheim,CA,23333.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 10,Ontario,CA,24741.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 8R (Alameda),Reseda,CA,23560.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 8R (Alameda),San Bernardino,CA,24832.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 8R (Alameda),Anaheim,CA,23333.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 8R (Alameda),Ontario,CA,24741.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 5R (San Francisco),Reseda,CA,23560.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 5R (San Francisco),San Bernardino,CA,24832.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 5R (San Francisco),Anaheim,CA,23333.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CA,Region 5R (San Francisco),Ontario,CA,24741.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CO,Region 4,Aurora,CO,25058.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,CO,Region 4 ,Aurora,CO,25058.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,MO,Eastern (St. Louis City and County),Springfield,MO,23751.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,OR,Region 4,Portland,OR,25597.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,VA,Region 5,Newport News,VA,23327.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,VA,Region 5,Arlington,VA,25912.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,VA,Region 5,Vienna,VA,28063.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,WA,Region 2,Bremerton,WA,22629.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,WA,Region 2,Vancouver,WA,22913.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,WA,Region 2,Bremerton,WA,22629.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,WA,Region 2,Vancouver,WA,22913.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,WA,Region 2,Bremerton,WA,22629.0
347,1102400,everest college,CA,94103-2091     ,Proprietary,12,23179,9576,0,0,0,185,80525,83615,WA,Region 2,Vancouver,WA,22913.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 10,Reseda,CA,23560.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 10,San Bernardino,CA,24832.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 10,Anaheim,CA,23333.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 10,Ontario,CA,24741.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 21R,Reseda,CA,23560.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 21R,San Bernardino,CA,24832.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 21R,Anaheim,CA,23333.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 21R,Ontario,CA,24741.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 21R,Reseda,CA,23560.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 21R,San Bernardino,CA,24832.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 21R,Anaheim,CA,23333.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 21R,Ontario,CA,24741.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 16R (San Diego),Reseda,CA,23560.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 16R (San Diego),San Bernardino,CA,24832.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 16R (San Diego),Anaheim,CA,23333.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 16R (San Diego),Ontario,CA,24741.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 10,Reseda,CA,23560.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 10,San Bernardino,CA,24832.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 10,Anaheim,CA,23333.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 10,Ontario,CA,24741.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 8R (Alameda),Reseda,CA,23560.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 8R (Alameda),San Bernardino,CA,24832.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 8R (Alameda),Anaheim,CA,23333.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 8R (Alameda),Ontario,CA,24741.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 5R (San Francisco),Reseda,CA,23560.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 5R (San Francisco),San Bernardino,CA,24832.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 5R (San Francisco),Anaheim,CA,23333.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CA,Region 5R (San Francisco),Ontario,CA,24741.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CO,Region 4,Aurora,CO,25058.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,CO,Region 4 ,Aurora,CO,25058.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,MO,Eastern (St. Louis City and County),Springfield,MO,23751.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,OR,Region 4,Portland,OR,25597.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,VA,Region 5,Newport News,VA,23327.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,VA,Region 5,Arlington,VA,25912.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,VA,Region 5,Vienna,VA,28063.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,WA,Region 2,Bremerton,WA,22629.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,WA,Region 2,Vancouver,WA,22913.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,WA,Region 2,Bremerton,WA,22629.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,WA,Region 2,Vancouver,WA,22913.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,WA,Region 2,Bremerton,WA,22629.0
348,1112100,everest college,CA,94541-4007     ,Proprietary,0,0,0,0,0,0,129,26387,31100,WA,Region 2,Vancouver,WA,22913.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 10,Reseda,CA,23560.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 10,San Bernardino,CA,24832.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 10,Anaheim,CA,23333.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 10,Ontario,CA,24741.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 21R,Reseda,CA,23560.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 21R,San Bernardino,CA,24832.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 21R,Anaheim,CA,23333.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 21R,Ontario,CA,24741.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 21R,Reseda,CA,23560.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 21R,San Bernardino,CA,24832.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 21R,Anaheim,CA,23333.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 21R,Ontario,CA,24741.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 16R (San Diego),Reseda,CA,23560.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 16R (San Diego),San Bernardino,CA,24832.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 16R (San Diego),Anaheim,CA,23333.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 16R (San Diego),Ontario,CA,24741.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 10,Reseda,CA,23560.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 10,San Bernardino,CA,24832.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 10,Anaheim,CA,23333.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 10,Ontario,CA,24741.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 8R (Alameda),Reseda,CA,23560.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 8R (Alameda),San Bernardino,CA,24832.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 8R (Alameda),Anaheim,CA,23333.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 8R (Alameda),Ontario,CA,24741.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 5R (San Francisco),Reseda,CA,23560.0
349,1112300,everest college,CA,90247-4163     ,Proprietary,30,54131,71588,0,0,0,230,61617,79462,CA,Region 5R (San Francisco),San Bernardino,CA,24832.0
