,OPE ID,School,State_x,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,State_y,Region,CITY,STABBR,COSTT4_A
428,122300,los angeles city college,CA,900293588,Public,140,333461.0,337824,16,0,31292,719,339884.0,324250,CA,Region 4R,Los Angeles,CA,11090.0
431,122400,los angeles harbor college,CA,907442397,Public,67,150982.0,198260,18,0,47500,427,147748.0,146800,CA,Region 4R,Wilmington,CA,13977.0
432,1255000,los angeles mission college,CA,913423200,Public,47,179652.0,157176,3,0,8395,408,145089.0,145200,CA,Region 16R (San Diego),Sylmar,CA,13281.0
435,122600,los angeles pierce college,CA,913710001,Public,110,296526.0,305030,1,0,1148,801,294080.0,292600,CA,Region 4R,Woodland Hills,CA,14213.0
436,704700,los angeles southwest college,CA,900474810,Public,78,149237.0,138936,22,0,18675,297,194248.0,181600,CA,Region 8R (Alameda),Los Angeles,CA,11945.0
437,122700,los angeles trade-technical college,CA,900154181,Public,96,284304.0,252588,45,0,85000,830,370018.0,372511,CA,Region 4R,Los Angeles,CA,11030.0
438,122800,los angeles valley college,CA,914014096,Public,80,251046.0,241663,32,0,85800,522,249851.0,237953,CA,Region 6 (Santa Clara),Valley Glen,CA,13341.0
439,1034000,los medanos college,CA,945655197,Public,81,128250.0,145952,0,0,0,238,135712.0,135700,CA,Region 8R (Alameda),Pittsburg,CA,14140.0
440,1164900,loyola marymount university,CA,900452659,Private/Non-Profit,1826,1269744.0,3483645,810,0,2482460,829,599941.0,799921,CA,Region 10,Los Angeles,CA,55432.0
455,1047400,marymount california university,CA,902746299,Private/Non-Profit,38,66089.0,74663,0,0,0,59,86795.0,96726,CA,Region 6 (Santa Clara),Rancho Palos Verdes,CA,44406.0
457,4115600,mayfield college,CA,922347014,Proprietary,9,11059.0,21255,0,0,0,243,20000.0,24510,CA,Region 16R (San Diego),Cathedral City,CA,15958.0
458,1167200,mendocino college,CA,954823000,Public,51,69926.0,62455,0,0,0,300,83887.0,88000,CA,Region 4R,Ukiah,CA,14316.0
459,123600,menlo college,CA,940274301,Private/Non-Profit,81,62655.0,71926,0,0,0,67,45854.0,61302,CA,Region 6 (Santa Clara),Atherton,CA,51649.0
461,126700,merritt college,CA,946193196,Public,88,215272.0,178005,0,0,0,528,283179.0,269695,CA,Region 10,Norwalk,CA,9083.0
461,126700,merritt college,CA,946193196,Public,88,215272.0,178005,0,0,0,528,283179.0,269695,CA,Region 10,Oakland,CA,15651.0
462,123800,mills college,CA,946131301,Private/Non-Profit,186,228933.0,316105,172,0,218253,194,119430.0,235333,CA,Region 7R (Contra Costa),Oakland,CA,54668.0
463,123900,miracosta college,CA,920563899,Public,79,166757.0,201704,0,0,0,482,188903.0,216500,CA,Region 6 (Santa Clara),Oceanside,CA,9338.0
464,2119100,mission college,CA,950541897,Public,66,127895.0,121047,0,0,0,470,131701.0,200391,CA,Region 7R (Contra Costa),Santa Clara,CA,13876.0
467,124000,modesto junior college,CA,953505800,Public,183,448690.0,599413,0,0,0,1040,480556.0,615667,CA,Region 7R (Contra Costa),Modesto,CA,12734.0
469,124200,monterey peninsula college,CA,939404799,Public,100,136838.0,126771,0,0,0,334,93576.0,93576,CA,Region 6 (Santa Clara),Monterey,CA,12092.0
470,4173500,moreno valley college,CA,925512204,Public,163,360000.0,402720,0,0,0,469,360000.0,449970,CA,Region 7R (Contra Costa),Moreno Valley,CA,12112.0
471,124500,mount san antonio college,CA,917891399,Public,168,450697.0,320164,1,0,1500,1588,469113.0,426386,CA,Region 6 (Santa Clara),Walnut,CA,9243.0
474,3128700,mt. sierra college,CA,910163414,Proprietary,15,27888.0,37184,0,0,0,80,37681.0,48399,CA,Region 10,Monrovia,CA,28093.0
477,2161800,musicians institute,CA,900286157,Proprietary,16,48054.0,63991,0,0,0,147,57209.0,78201,CA,Region 6 (Santa Clara),Hollywood,CA,39155.0
478,124700,napa valley college,CA,945586236,Public,59,138077.0,127624,0,0,0,705,226120.0,215352,CA,Region 10,Napa,CA,15178.0
480,2518400,national hispanic university (the),CA,951273823,Proprietary,3,17179.0,15768,0,0,0,100,14531.0,25468,CA,Region 6 (Santa Clara),San Jose,CA,22545.0
487,3043900,newschool of architecture and design,CA,921016634,Proprietary,33,69679.0,110281,0,0,0,33,31225.0,31225,CA,Region 10,San Diego,CA,43957.0
488,4176100,norco college,CA,928602600,Public,159,270000.0,360633,0,0,0,344,270000.0,345360,CA,Region 5R (San Francisco),Norco,CA,12619.0
493,117900,notre dame de namur university,CA,940021997,Private/Non-Profit,64,126462.0,122580,52,0,54000,60,87973.0,87973,CA,Region 9R (San Mateo),Belmont,CA,47115.0
494,124900,occidental college,CA,900413314,Private/Non-Profit,564,173100.0,785284,257,0,611880,71,188648.0,246750,CA,Region 10,Los Angeles,CA,60655.0
496,448100,ohlone college,CA,945395847,Public,35,75363.0,86189,0,0,0,309,79234.0,105400,CA,Region 10,Fremont,CA,16039.0
497,125000,orange coast college,CA,926285005,Public,195,700000.0,600174,41,0,147028,2235,700000.0,1059649,CA,Region 10,Costa Mesa,CA,16053.0
498,125100,otis college of art & design,CA,900453505,Private/Non-Profit,128,97975.0,130032,5,0,12187,74,90274.0,120365,CA,Region 10,Los Angeles,CA,52397.0
501,3027700,pacific college of oriental medicine,CA,921084408,Proprietary,91,145137.0,162763,0,0,0,65,26545.0,34700,CA,Region 16R (San Diego),San Diego,CA,24166.0
505,125800,pacific union college,CA,945089797,Private/Non-Profit,199,122975.0,290093,216,0,601139,186,363198.0,498853,CA,Region 10,Angwin,CA,38800.0
510,125900,palo verde college,CA,922250000,Public,19,18362.0,15393,0,0,0,52,20945.0,21103,CA,Region 10,Blythe,CA,12973.0
511,126000,palomar college,CA,920691486,Public,71,273494.0,188516,0,0,0,910,340428.0,504799,CA,Region 10,San Marcos,CA,11077.0
514,126100,pasadena city college,CA,911062003,Public,168,467140.0,445814,0,0,0,783,520624.0,496126,CA,Region 10,Pasadena,CA,11751.0
516,1014900,pepperdine university,CA,902634301,Private/Non-Profit,668,1073757.0,1077792,452,0,2142943,438,355191.0,623925,CA,Region 5R (San Francisco),Malibu,CA,58772.0
519,117200,pitzer college,CA,917116101,Private/Non-Profit,266,173463.0,487280,98,0,191410,59,173351.0,231135,CA,Region 5R (San Francisco),Claremont,CA,59266.0
520,3062700,platt college,CA,918039998,Proprietary,21,48707.0,60520,0,0,0,123,60763.0,79620,CA,Region 4R,Ontario,CA,33392.0
520,3062700,platt college,CA,918039998,Proprietary,21,48707.0,60520,0,0,0,123,60763.0,79620,CA,Region 4R,Riverside,CA,33931.0
520,3062700,platt college,CA,918039998,Proprietary,21,48707.0,60520,0,0,0,123,60763.0,79620,CO,Regions 5 and 6,Aurora,CO,41957.0
521,2304300,platt college - san diego,CA,921153979,Proprietary,7,24827.0,35484,0,0,0,43,32095.0,30631,CA,Region 16R (San Diego),San Diego,CA,40468.0
522,126200,point loma nazarene university,CA,921062899,Private/Non-Profit,504,243069.0,732331,222,0,699513,180,146403.0,194004,CA,Region 10,San Diego,CA,43060.0
523,117300,pomona college,CA,917116301,Private/Non-Profit,150,239683.0,239684,83,0,243379,264,287880.0,463734,CA,Region 5R (San Francisco),Claremont,CA,57014.0
526,4153900,providence christian college,CA,911042635,Private/Non-Profit,4,5000.0,6250,0,0,0,16,5000.0,5100,CA,Region 16R (San Diego),Pasadena,CA,35917.0
527,130800,reedley college,CA,936542099,Public,167,251186.0,217880,0,0,0,481,279522.0,311600,CA,Region 21R,Reedley,CA,10026.0
529,127000,riverside city college,CA,925061299,Public,214,327753.0,415472,0,0,0,488,370233.0,463146,CA,Region 10,Riverside,CA,12403.0
533,891800,saddleback college,CA,926923699,Public,82,150430.0,146576,0,0,0,549,146873.0,245964,CA,Region 10,Mission Viejo,CA,14954.0
534,3069500,sage college,CA,925576720,Proprietary,9,26128.0,19453,0,0,0,337,36364.0,52413,CA,Region 5R (San Francisco),Moreno Valley,CA,14519.0
535,130200,saint mary's college of california,CA,945562744,Private/Non-Profit,222,402407.0,460964,349,0,568881,401,262634.0,386869,CA,Region 21R,Moraga,CA,56500.0
541,127200,san bernardino valley college,CA,924102798,Public,129,352967.0,288013,28,0,77441,806,408310.0,427078,CA,Region 10,San Bernardino,CA,12483.0
542,1203100,san diego christian college,CA,920191157,Private/Non-Profit,20,37068.0,42735,14,0,40750,48,57086.0,49573,CA,Region 9R (San Mateo),Santee,CA,37696.0
543,127300,san diego city college,CA,921014787,Public,133,354184.0,403466,0,0,0,924,383612.0,473300,CA,Region 10,San Diego,CA,12291.0
545,127500,san diego mesa college,CA,921114996,Public,76,310391.0,301442,0,0,0,594,349182.0,331350,CA,Region 10,San Diego,CA,12796.0
546,1182000,san diego miramar college,CA,921262999,Public,45,96159.0,137095,0,0,0,170,95464.0,102640,CA,Region 5R (San Francisco),San Diego,CA,11969.0
547,115100,san diego state university,CA,921821690,Public,723,1157506.0,1405925,270,0,1194090,689,632076.0,844065,CA,Region 5R (San Francisco),San Diego,CA,20252.0
548,394800,san francisco art institute,CA,941332299,Private/Non-Profit,88,115291.0,144114,0,0,0,174,112002.0,153832,CA,Region 1R,San Francisco,CA,55809.0
549,127800,san francisco conservatory of music,CA,941026011,Private/Non-Profit,48,83265.0,105303,41,0,109500,44,16074.0,25233,CA,Region 10,San Francisco,CA,52260.0
550,115400,san francisco state university,CA,941321740,Public,689,1461496.0,1674157,1200,0,1684077,1812,870977.0,1161107,CA,Region 5R (San Francisco),San Francisco,CA,22267.0
552,128000,san joaquin delta college,CA,952076370,Public,201,568075.0,530517,0,0,0,891,536397.0,558260,CA,Region 10,Stockton,CA,14951.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Visalia,CA,26654.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Bakersfield,CA,22188.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Fresno,CA,22617.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Fresno,CA,22501.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Ontario,CA,22689.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Salida,CA,22304.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Hesperia,CA,24118.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Temecula,CA,23769.0
553,2120700,san joaquin valley college,CA,932919283,Proprietary,69,114467.0,190307,0,0,0,1045,311290.0,437608,CA,Region 5R (San Francisco),Lancaster,CA,23724.0
555,115500,san jose state university,CA,951920036,Public,512,1287455.0,1674236,432,0,1285282,2132,1028772.0,1371696,CA,Region 5R (San Francisco),San Jose,CA,21160.0
558,128400,santa ana college,CA,927063398,Public,104,288956.0,221217,0,0,0,1115,259293.0,440533,CA,Region 21R,Santa Ana,CA,8398.0
559,998900,santa barbara business college,CA,930038053,Proprietary,25,96576.0,108873,26,0,93021,972,129095.0,226203,CA,Region 5R (San Francisco),Bakersfield,CA,23144.0
559,998900,santa barbara business college,CA,930038053,Proprietary,25,96576.0,108873,26,0,93021,972,129095.0,226203,CA,Region 5R (San Francisco),Santa Maria,CA,21409.0
560,128500,santa barbara city college,CA,931092394,Public,178,386402.0,375592,0,0,0,684,211557.0,283040,CA,Region 21R,Santa Barbara,CA,15367.0
561,132600,santa clara university,CA,950534956,Private/Non-Profit,269,703885.0,731091,435,0,1693717,156,339081.0,452108,CA,Region 7R (Contra Costa),Santa Clara,CA,57213.0
562,128600,santa monica college,CA,904051644,Public,416,557194.0,771891,0,0,0,4684,596414.0,634278,CA,Region 21R,Santa Monica,CA,12202.0
563,128700,santa rosa junior college,CA,954014395,Public,137,257832.0,334862,0,0,0,278,193613.0,162441,CA,Region 21R,Santa Rosa,CA,12722.0
564,3695700,santiago canyon college,CA,928694512,Public,40,74258.0,105263,0,0,0,90,81535.0,49800,CA,Region 16R (San Diego),Orange,CA,8806.0
567,117400,scripps college,CA,917113948,Private/Non-Profit,128,164327.0,216511,19,0,51423,49,130443.0,173924,CA,Region 9R (San Mateo),Claremont,CA,58888.0
568,2359300,shasta bible college and graduate school,CA,960021544,Private/Non-Profit,11,6982.0,11234,0,0,0,23,9581.0,10201,CA,Region 5R (San Francisco),Redding,CA,24984.0
569,128900,shasta college,CA,960497692,Public,66,199528.0,209098,0,0,0,331,100000.0,124798,CA,Region 21R,Redding,CA,10866.0
570,129000,sierra college,CA,956773397,Public,112,278610.0,338268,0,0,0,739,261935.0,349247,CA,Region 21R,Rocklin,CA,13157.0
572,129100,simpson university,CA,960038606,Private/Non-Profit,75,86090.0,100787,36,0,53318,91,62118.0,82824,CA,Region 21R,Redding,CA,33889.0
573,771300,skyline college,CA,940661698,Public,79,262102.0,333658,0,0,0,305,146676.0,195499,CA,Region 8R (Alameda),San Bruno,CA,9784.0
573,771300,skyline college,CA,940661698,Public,79,262102.0,333658,0,0,0,305,146676.0,195499,VA,Region 3,Roanoke,VA,25057.0
575,3814400,soka university of america,CA,926568081,Private/Non-Profit,35,23729.0,43047,0,0,0,28,26748.0,35664,CA,Region 4R,Aliso Viejo,CA,40842.0
576,129200,solano community college,CA,945343197,Public,61,143150.0,148522,0,0,0,399,136819.0,125925,CA,Region 21R,Fairfield,CA,12671.0
577,115600,sonoma state university,CA,949283609,Public,200,406004.0,455627,91,0,192000,275,199629.0,286172,CA,Region 5R (San Francisco),Rohnert Park,CA,23675.0
580,2075800,southern california institute of architecture (the),CA,900131829,Private/Non-Profit,83,100735.0,134839,0,0,0,89,38742.0,51850,CA,Region 16R (San Diego),Los Angeles,CA,50373.0
581,3113600,southern california institute of technology,CA,928015454,Proprietary,12,31450.0,36771,0,0,0,257,56134.0,82467,CA,Region 16R (San Diego),Anaheim,CA,28736.0
587,130500,stanford university,CA,943051926,Private/Non-Profit,512,1362113.0,1716952,1768,0,12361142,492,886611.0,1280416,CA,Region 21R,Stanford,CA,58408.0
590,130900,taft college,CA,932682317,Public,23,42791.0,41036,0,0,0,332,38336.0,36507,CA,Region 21R,Taft,CA,11975.0
596,4142500,touro university worldwide,CA,900464506,Private/Non-Profit,2,233.0,828,0,0,0,14,7810.0,10413,CA,Region 5R (San Francisco),Los Alamitos,CA,20498.0
603,4005300,united states university,CA,919111683,Proprietary,5,15866.0,10223,0,0,0,147,12698.0,18960,CA,Region 4R,San Diego,CA,19353.0
604,4169700,unitek college,CA,945383185,Proprietary,14,27040.0,28179,0,0,0,209,33676.0,51939,CA,Region 10,Fremont,CA,32958.0
604,4169700,unitek college,CA,945383185,Proprietary,14,27040.0,28179,0,0,0,209,33676.0,51939,CA,Region 16R (San Diego),Fremont,CA,32958.0
606,3427500,university of antelope valley,CA,935343324,Proprietary,14,32108.0,40685,0,0,0,506,75424.0,94559,CA,Region 7R (Contra Costa),Sacramento,CA,23931.0
607,131200,"university of california, berkeley",CA,947201520,Public,2103,3081053.0,4387371,1974,0,4096044,4930,1476915.0,1969220,CA,Region 21R,Berkeley,CA,32715.0
608,131300,"university of california, davis",CA,956168558,Public,1314,2823885.0,3110177,4117,0,7745564,366,970164.0,1293552,CA,Region 21R,Davis,CA,31803.0
610,131400,"university of california, irvine",CA,926970001,Public,820,1406293.0,1437445,1050,0,1528082,4869,802800.0,1345340,CA,Region 21R,Irvine,CA,28980.0
611,131500,"university of california, los angeles",CA,900959000,Public,3178,3345951.0,5899078,6095,0,8791420,2326,1742564.0,2323419,CA,Region 5R (San Francisco),Los Angeles,CA,31474.0
611,131500,"university of california, los angeles",CA,900959000,Public,3178,3345951.0,5899078,6095,0,8791420,2326,1742564.0,2323419,CA,Region 5R (San Francisco),Santa Monica,CA,33399.0
612,4127100,"university of california, merced",CA,953435001,Public,100,195836.0,290375,0,0,0,183,197518.0,233675,CA,Region 10,Merced,CA,30637.0
613,131600,"university of california, riverside",CA,925210209,Public,1275,1728698.0,1947674,1663,0,2795046,236,690768.0,917024,CA,Region 12R,Riverside,CA,29787.0
614,131700,"university of california, san diego",CA,920930013,Public,2296,1658929.0,3683349,2159,0,3674826,229,922992.0,908973,CA,Region 12R,La Jolla,CA,29751.0
614,131700,"university of california, san diego",CA,920930013,Public,2296,1658929.0,3683349,2159,0,3674826,229,922992.0,908973,CA,Region 12R,San Diego,CA,30521.0
616,132000,"university of california, santa barbara",CA,931062030,Public,1144,1215675.0,1711492,902,0,1956351,642,861659.0,1148879,CA,Region 12R,Santa Barbara,CA,31913.0
617,132100,"university of california, santa cruz",CA,950640001,Public,1714,784625.0,2555223,1761,0,1649871,363,552787.0,737049,CA,Region 12R,Santa Cruz,CA,33208.0
619,121600,university of la verne,CA,917504443,Private/Non-Profit,297,552544.0,592117,570,0,580030,490,266139.0,496340,CA,Region 4R,La Verne,CA,45305.0
620,132200,university of redlands,CA,923730999,Private/Non-Profit,636,397268.0,956570,852,0,809516,1000,253497.0,337996,CA,Region 12R,Redlands,CA,55268.0
621,1039500,university of san diego,CA,921102492,Private/Non-Profit,661,1119182.0,1336000,907,0,2585754,984,413752.0,517190,CA,Region 9R (San Mateo),San Diego,CA,56346.0
621,1039500,university of san diego,CA,921102492,Private/Non-Profit,661,1119182.0,1336000,907,0,2585754,984,413752.0,517190,CA,Region 9R (San Mateo),San Diego,CA,24094.0
622,132500,university of san francisco,CA,941171080,Private/Non-Profit,450,1057934.0,1123342,685,0,1042605,184,377532.0,836972,CA,Region 7R (Contra Costa),Alameda,CA,27325.0
622,132500,university of san francisco,CA,941171080,Private/Non-Profit,450,1057934.0,1123342,685,0,1042605,184,377532.0,836972,CA,Region 7R (Contra Costa),San Francisco,CA,55812.0
623,132800,university of southern california,CA,900890001,Private/Non-Profit,3520,5038197.0,6695984,2717,0,7609935,2959,1531797.0,3341260,CA,Region 7R (Contra Costa),Los Angeles,CA,59787.0
623,132800,university of southern california,CA,900890001,Private/Non-Profit,3520,5038197.0,6695984,2717,0,7609935,2959,1531797.0,3341260,CA,Region 7R (Contra Costa),Costa Mesa,CA,24988.0
624,132900,university of the pacific,CA,952110197,Private/Non-Profit,752,1033471.0,1160434,1216,0,1951264,1369,569762.0,841204,CA,Region 7R (Contra Costa),Stockton,CA,52406.0
625,3696300,university of the west,CA,917703709,Private/Non-Profit,7,16074.0,19067,0,0,0,20,6579.0,6840,CA,Region 12R,Rosemead,CA,19082.0
627,129300,vanguard university of southern california,CA,926266597,Private/Non-Profit,79,132806.0,127721,167,0,321158,189,104688.0,109023,CA,Region 21R,Costa Mesa,CA,41952.0
628,133400,ventura college,CA,930033899,Public,186,449684.0,532924,0,0,0,1174,438021.0,544125,CA,Region 7R (Contra Costa),Ventura,CA,8782.0
632,3639300,west coast ultrasound institute,CA,902113312,Proprietary,22,56169.0,81200,0,0,0,165,68206.0,73510,CA,Region 21R,Beverly Hills,CA,44277.0
633,3698300,west coast university,CA,916063206,Proprietary,51,125000.0,102845,0,0,0,1924,373822.0,516150,CA,Region 10,North Hollywood,CA,41318.0
633,3698300,west coast university,CA,916063206,Proprietary,51,125000.0,102845,0,0,0,1924,373822.0,516150,CA,Region 10,Anaheim,CA,43784.0
633,3698300,west coast university,CA,916063206,Proprietary,51,125000.0,102845,0,0,0,1924,373822.0,516150,CA,Region 10,Ontario,CA,41496.0
634,4111300,west hills college lemoore,CA,932459248,Public,58,96967.0,172696,0,0,0,362,114465.0,109000,CA,Region 21R,Coalinga,CA,13472.0
634,4111300,west hills college lemoore,CA,932459248,Public,58,96967.0,172696,0,0,0,362,114465.0,109000,CA,Region 21R,Lemoore,CA,13014.0
636,859600,west los angeles college,CA,902303500,Public,56,151425.0,197078,7,0,31630,577,177850.0,173400,CA,Region 16R (San Diego),Culver City,CA,13313.0
637,133800,west valley college,CA,950705697,Public,80,160132.0,192177,0,0,0,424,125774.0,165217,CA,Region 16R (San Diego),Saratoga,CA,14627.0
641,134100,westmont college,CA,931081099,Private/Non-Profit,222,152779.0,220603,191,0,530000,222,165375.0,265000,CA,Region 16R (San Diego),Santa Barbara,CA,51760.0
642,3072700,westwood college - los angeles,CA,900101577,Proprietary,97,184912.0,325160,1,0,500,274,224606.0,282300,CA,Region 8R (Alameda),Los Angeles,CA,29745.0
642,3072700,westwood college - los angeles,CA,900101577,Proprietary,97,184912.0,325160,1,0,500,274,224606.0,282300,CA,Region 8R (Alameda),Alhambra,CA,33751.0
642,3072700,westwood college - los angeles,CA,900101577,Proprietary,97,184912.0,325160,1,0,500,274,224606.0,282300,CA,Region 8R (Alameda),Los Angeles,CA,28854.0
642,3072700,westwood college - los angeles,CA,900101577,Proprietary,97,184912.0,325160,1,0,500,274,224606.0,282300,CA,Region 8R (Alameda),Upland,CA,28403.0
643,1162600,westwood college - south bay,CA,905021148,Proprietary,53,121273.0,147953,2,0,5256,216,178743.0,215400,CA,Region 10,Torrance,CA,29458.0
644,134200,whittier college,CA,906084413,Private/Non-Profit,307,417018.0,505495,192,0,450094,90,206552.0,275403,CA,Region 16R (San Diego),Whittier,CA,49920.0
645,128100,william jessup university,CA,957653707,Private/Non-Profit,111,51151.0,201626,0,0,0,431,41924.0,55475,CA,Region 21R,Rocklin,CA,34811.0
646,134300,woodbury university,CA,915041052,Private/Non-Profit,86,104782.0,104403,99,0,450000,96,105306.0,105000,CA,Region 16R (San Diego),Burbank,CA,42465.0
647,4143800,woodland community college,CA,957765156,Public,52,151939.0,129245,0,0,0,381,167106.0,170400,CA,Region 8R (Alameda),Woodland,CA,10507.0
648,3868300,world mission university,CA,900201789,Private/Non-Profit,1,3821.0,4607,0,0,0,25,5384.0,4400,CA,Region 5R (San Francisco),Los Angeles,CA,20245.0
648,3868300,world mission university,CA,900201789,Private/Non-Profit,1,3821.0,4607,0,0,0,25,5384.0,4400,CA,Region 5R (San Francisco),Fullerton,CA,16458.0
652,2262400,yeshiva ohr elchonon chabad - west coast talmudical seminary,CA,900467660,Private/Non-Profit,11,9816.0,8956,0,0,0,40,5703.0,10800,CA,Region 9R (San Mateo),Los Angeles,CA,23850.0
654,134400,yuba college,CA,959017699,Public,142,204841.0,207416,0,0,0,645,209506.0,259901,CA,Region 16R (San Diego),Marysville,CA,12017.0
656,134500,adams state university,CO,811022373,Public,288,289320.0,289320,44,0,131268,97,187873.0,187873,CO,Region 4,Alamosa,CO,17759.0
657,758200,aims community college,CO,806343002,Public,61,103235.0,88138,0,0,0,259,141251.0,208743,CO,Region 4 ,Greeley,CO,13308.0
658,134600,arapahoe community college,CO,801609002,Public,116,154266.0,206253,0,0,0,331,173225.0,230967,CO,Regions 2 and 7,Littleton,CO,13086.0
659,2078900,art institute of colorado (the),CO,802032172,Proprietary,28,111077.0,91236,421,0,1420262,370,204060.0,309105,CO,Region 1,Denver,CO,30664.0
662,2594300,collegeamerica denver,CO,802223380,Proprietary,21,77288.0,76286,0,0,0,1135,146732.0,215140,CO,Regions 5 and 6,Denver,CO,22306.0
662,2594300,collegeamerica denver,CO,802223380,Proprietary,21,77288.0,76286,0,0,0,1135,146732.0,215140,CO,Regions 5 and 6,Colorado Springs,CO,28620.0
662,2594300,collegeamerica denver,CO,802223380,Proprietary,21,77288.0,76286,0,0,0,1135,146732.0,215140,CO,Regions 5 and 6,Fort Collins,CO,24051.0
663,940100,colorado christian university,CO,802267449,Private/Non-Profit,71,141985.0,189313,20,0,51000,186,167894.0,223859,CO,Region 5 and 6,Lakewood,CO,36956.0
664,134700,colorado college,CO,809033294,Private/Non-Profit,174,126556.0,156654,198,0,870639,70,187750.0,250334,CO,Region 3,Colorado Springs,CO,54200.0
665,3289300,colorado heights university,CO,802362711,Private/Non-Profit,0,7000.0,0,0,0,0,0,16552.0,0,CO,Regions 5 and 6,Denver,CO,11349.0
666,135800,colorado mesa university,CO,815013122,Public,131,185082.0,231549,89,0,182127,117,209407.0,257736,CO,Region 3,Grand Junction,CO,18077.0
667,450600,colorado mountain college,CO,816013307,Public,32,53059.0,52844,0,0,0,60,58435.0,60372,CO,Region 4 ,Glenwood Springs,CO,14430.0
668,135900,colorado northwestern community college,CO,816483598,Public,22,24363.0,24363,39,0,117400,36,24555.0,40861,CO,Region 3,Rangely,CO,15455.0
669,134800,colorado school of mines,CO,804011887,Public,211,214136.0,285515,148,0,662455,56,113702.0,151602,CO,Regions 5 and 6,Golden,CO,29091.0
669,134800,colorado school of mines,CO,804011887,Public,211,214136.0,285515,148,0,662455,56,113702.0,151602,CO,Regions 5 and 6,Lakewood,CO,26446.0
670,135000,colorado state university,CO,805230100,Public,477,943720.0,983089,1620,0,3024378,701,566375.0,902989,CO,Region 4,Fort Collins,CO,21823.0
671,136500,colorado state university-pueblo,CO,810014901,Public,275,469791.0,437882,144,0,619169,1168,608748.0,604206,CO,Region 4,Pueblo,CO,18007.0
672,1014800,colorado technical university,CO,809073896,Proprietary,99,399274.0,384739,16,0,51048,1807,1470029.0,2266045,CO,Region 3 ,Colorado Springs,CO,23475.0
672,1014800,colorado technical university,CO,809073896,Proprietary,99,399274.0,384739,16,0,51048,1807,1470029.0,2266045,CO,Region 3 ,Aurora,CO,22236.0
672,1014800,colorado technical university,CO,809073896,Proprietary,99,399274.0,384739,16,0,51048,1807,1470029.0,2266045,CO,Region 3 ,Colorado Springs,CO,22041.0
673,2276900,community college of aurora,CO,800119036,Public,43,141815.0,110265,0,0,0,313,150000.0,181550,CO,Region 4,Aurora,CO,18099.0
674,954200,community college of denver,CO,802172026,Public,219,244197.0,365711,0,0,0,378,325254.0,244641,CO,Region 5 and 6,Denver,CO,13908.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 10,Reseda,CA,26658.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 10,San Bernardino,CA,30116.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 10,Anaheim,CA,25872.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 10,Ontario,CA,28017.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 21R,Reseda,CA,26658.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 21R,San Bernardino,CA,30116.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 21R,Anaheim,CA,25872.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 21R,Ontario,CA,28017.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 21R,Reseda,CA,26658.0
680,450300,everest college,CO,809163548,Proprietary,24,45060.0,42597,0,0,0,487,132558.0,176424,CA,Region 21R,San Bernardino,CA,30116.0
