,OPE ID,School,State_x,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,State_y,Region,CITY,STABBR,COSTT4_A
995,525400,lanier technical college,GA,305663499,Public,43,90000,80283,0,0,0,250,100000,77800,GA,Region 1,Gainesville,GA,12803
996,2074800,life university,GA,300602996,Private/Non-Profit,238,621612,565544,238,0,1400552,134,73363,298140,GA,Region 2,Marietta,GA,27600
997,3100900,luther rice college & seminary,GA,300382454,Private/Non-Profit,4,13104,16385,0,0,0,296,16646,20767,GA,Region 6,Lithonia,GA,21042
999,158000,mercer university,GA,312070001,Private/Non-Profit,602,1000000,983857,251,0,691452,266,339604,783489,GA,Region 1,Macon,GA,47379
1000,158100,middle georgia state university,GA,312065145,Public,87,203578,209491,0,0,0,238,207285,199867,GA,Region 1,Macon,GA,14158
1001,158200,morehouse college,GA,303143773,Private/Non-Profit,217,667219,640621,81,0,264088,133,445309,443873,GA,Region 1,Atlanta,GA,46258
1003,525500,moultrie technical college,GA,317880000,Public,0,58194,0,0,0,0,0,72324,0,GA,Region 1,Moultrie,GA,9461
1004,561900,north georgia technical college,GA,305230000,Public,35,94395,94395,0,0,0,166,45000,45000,GA,Region 2,Clarkesville,GA,9215
1005,3155500,oconee fall line technical college,GA,310826179,Public,39,88465,81066,0,0,0,408,111077,111077,GA,Region 4,Sandersville,GA,9356
1006,3030000,ogeechee technical college,GA,304588049,Public,51,76635,75688,0,0,0,393,91833,91319,GA,Region 1,Statesboro,GA,13967
1007,158600,oglethorpe university,GA,303192737,Private/Non-Profit,90,107170,127366,27,0,91120,89,101510,150874,GA,Region 5,Atlanta,GA,45158
1008,158700,paine college,GA,309013182,Private/Non-Profit,218,586425,349608,0,0,0,196,91857,196987,GA,Region 5,Augusta,GA,22884
1009,158800,piedmont college,GA,305355644,Private/Non-Profit,124,158754,198443,0,0,0,36,68004,85005,GA,Region 4,Demorest,GA,32397
1010,154700,point university,GA,318331200,Private/Non-Profit,58,62117,82879,0,0,0,85,76783,102377,GA,Region 1,West Point,GA,27053
1012,158900,reinhardt university,GA,301832900,Private/Non-Profit,92,57918,62870,0,0,0,91,54249,67812,GA,Region 4,Waleska,GA,32794
1013,2141500,savannah college of art and design,GA,314014592,Private/Non-Profit,435,637500,943501,0,0,0,254,483974,645371,GA,Region 4,Savannah,GA,50774
1014,159000,savannah state university,GA,314045298,Public,225,466340,375210,15,0,24944,202,193924,224467,GA,Region 4,Savannah,GA,15929
1015,561800,savannah technical college,GA,314055594,Public,56,150000,149082,0,0,0,138,202642,206259,GA,Region 2,Savannah,GA,10373
1016,159100,shorter university,GA,301654298,Private/Non-Profit,134,132256,158727,5,0,16000,198,125409,167834,GA,Region 4,Rome,GA,32664
1017,159200,south georgia state college,GA,315338104,Public,131,331428,265943,0,0,0,456,143719,276069,GA,Region 5,Douglas,GA,12274
1018,561700,south georgia technical college,GA,317098167,Public,58,59055,57771,0,0,0,88,93091,93000,GA,Region 6,Americus,GA,9805
1018,561700,south georgia technical college,GA,317098167,Public,58,59055,57771,0,0,0,88,93091,93000,GA,Region 6,Thomasville,GA,8178
1019,1303900,south university,GA,314064881,Proprietary,236,1000000,783385,12,0,43630,4443,1864327,3026923,GA,Region 6,Savannah,GA,29551
1019,1303900,south university,GA,314064881,Proprietary,236,1000000,783385,12,0,43630,4443,1864327,3026923,GA,Region 6,Savannah,GA,26191
1020,3066500,southeastern technical college,GA,304748817,Public,32,53839,63049,0,0,0,212,66727,89836,GA,Region 1,Vidalia,GA,10476
1021,562100,southern crescent technical college,GA,302232097,Public,106,174714,175024,0,0,0,450,184875,190661,GA,Region 4,Griffin,GA,14656
1023,159400,spelman college,GA,303144399,Private/Non-Profit,176,361212,224125,76,0,276261,216,236526,326829,GA,Region 5,Atlanta,GA,42739
1024,155500,thomas university,GA,317927499,Private/Non-Profit,32,55720,55679,0,0,0,82,34636,34436,GA,Region 1,Thomasville,GA,25034
1025,159600,toccoa falls college,GA,305980001,Private/Non-Profit,178,201245,296745,0,0,0,83,83139,77139,GA,Region 5,Toccoa Falls,GA,31415
1027,159800,university of georgia,GA,306024212,Public,412,972779,861720,351,0,1614334,740,461577,937472,GA,Region 6,Athens,GA,21981
1027,159800,university of georgia,GA,306024212,Public,412,972779,861720,351,0,1614334,740,461577,937472,GA,Region 6,Atlanta,GA,32064
1028,158500,university of north georgia,GA,305970001,Public,160,334001,365009,41,0,81255,758,289576,355980,GA,Region 4,Dahlonega,GA,15088
1029,160100,university of west georgia,GA,301180002,Public,302,449740,493980,38,0,90922,508,336084,358175,GA,Region 6,Carrollton,GA,20310
1030,159900,valdosta state university,GA,316980001,Public,259,477568,563273,0,0,0,551,277992,367809,GA,Region 6,Valdosta,GA,19838
1032,160000,wesleyan college,GA,312104462,Private/Non-Profit,24,33540,33540,22,0,100000,89,60943,60943,GA,Region 6,Macon,GA,30647
1033,1048700,west georgia technical college,GA,301826476,Public,82,193516,193516,0,0,0,784,232337,232337,GA,Region 1,Waco,GA,10412
1034,525600,wiregrass georgia technical college,GA,316020929,Public,42,85386,94507,0,0,0,767,168234,157808,GA,Region 1,Valdosta,GA,8948
1036,160400,young harris college,GA,305824137,Private/Non-Profit,113,77599,96999,0,0,0,57,56654,70817,GA,Region 6,Young Harris,GA,35833
1037,1536100,guam community college,GU,969230000,Public,58,80595,81816,0,0,0,202,72343,67913,GU,Region 6,Mangilao,GU,12044
1038,3438300,pacific islands university,GU,969132619,Private/Non-Profit,10,5075,5075,0,0,0,18,6051,6051,GU,Region 2,Mangilao,GU,15022
1039,393500,university of guam,GU,969230000,Public,165,441583,439375,0,0,0,98,109593,84000,GU,Region 6,Mangilao,GU,13852
1040,160500,chaminade university of honolulu,HI,968161578,Private/Non-Profit,101,168311,161361,0,0,0,834,216793,224553,HI,Honlulu,Honolulu,HI,31860
1041,525800,hawaii community college,HI,967204075,Public,25,77764,77595,0,0,0,198,84149,110532,HI,Hawaii Island ,Hilo,HI,12925
1043,4182200,hawaii medical college,HI,968143518,Proprietary,6,2711,4070,0,0,0,262,15000,19381,HI,Honlulu,Honolulu,HI,18111
1044,727900,hawaii pacific university,HI,968132882,Private/Non-Profit,123,327360,251784,105,0,184848,448,206704,384725,HI,Honlulu,Honolulu,HI,32448
1045,161200,honolulu community college,HI,968174598,Public,20,50000,40499,0,0,0,92,79873,107867,HI,Honlulu,Honolulu,HI,10791
1046,161300,kapiolani community college,HI,968164421,Public,10,30000,21604,18,0,60841,137,119292,155500,HI,Honlulu,Honolulu,HI,9000
1047,161400,kauai community college,HI,967669591,Public,0,0,0,0,0,0,56,24515,30667,HI,Kauai,Lihue,HI,11726
1048,454900,leeward community college,HI,967823393,Public,46,90000,82003,0,0,0,111,90000,120000,HI,Honlulu,Pearl City,HI,6636
1050,2107800,university of hawaii - west oahu,HI,967074507,Public,17,47464,50032,0,0,0,73,30000,43333,HI,Honlulu,Kapolei,HI,11521
1051,161100,university of hawaii at hilo,HI,967204091,Public,157,291557,367437,97,0,248276,83,154484,192597,HI,Honlulu,Hilo,HI,16372
1052,161000,university of hawaii at manoa,HI,968222399,Public,426,1051193,992717,809,0,2177451,300,486130,713624,HI,Honlulu,Honolulu,HI,19106
1053,161500,university of hawaii maui college,HI,967321644,Public,39,90817,80020,0,0,0,197,88380,117840,HI,Maui,Kahului,HI,11749
1054,1122000,windward community college,HI,967443528,Public,12,46591,31566,0,0,0,134,47791,79251,HI,Honlulu,Kaneohe,HI,11177
1055,3069100,allen college,IA,507031916,Private/Non-Profit,8,33491,20699,0,0,0,96,16039,29100,IA,North Central,Waterloo,IA,30682
1058,184600,briar cliff university,IA,511042324,Private/Non-Profit,161,225391,169044,182,0,440820,197,123653,180000,IA,Central,Sioux City,IA,38198
1059,184700,buena vista university,IA,505889987,Private/Non-Profit,280,167003,218270,196,0,398587,372,180745,240993,IA,Central,Storm Lake,IA,40430
1063,185000,central college,IA,502191999,Private/Non-Profit,426,204600,331091,228,0,584215,327,205172,273563,IA,Northwest,Pella,IA,45151
1064,185200,clarke university,IA,520013198,Private/Non-Profit,128,149835,143901,23,0,88000,130,91941,90950,IA,Northwest,Dubuque,IA,39916
1065,185400,coe college,IA,524025092,Private/Non-Profit,506,142656,564728,500,0,1038472,282,119343,159124,IA,Northwest,Cedar Rapids,IA,47060
1066,185600,cornell college,IA,523141098,Private/Non-Profit,437,332203,447349,19,0,28250,328,131142,174856,IA,Northwest,Mount Vernon,IA,48905
1067,712000,des moines area community college,IA,500213993,Public,416,345763,375119,0,0,0,879,347116,300079,IA,North Central,Ankeny,IA,14312
1069,185800,divine word college,IA,520450380,Private/Non-Profit,30,44967,42631,21,0,18500,28,40704,69260,IA,Northeast,Epworth,IA,18245
1070,185900,dordt college,IA,512501697,Private/Non-Profit,292,153722,316408,157,0,349900,192,114512,155052,IA,Northeast,Sioux Center,IA,38709
1071,186000,drake university,IA,503114505,Private/Non-Profit,636,652985,688227,643,0,3176161,572,539975,937628,IA,Northeast,Des Moines,IA,44261
1072,407500,eastern iowa community college district,IA,528011201,Public,125,162252,147606,0,0,0,298,158810,165822,IA,Northwest,Davenport,IA,13164
1073,186200,ellsworth community college,IA,501261199,Public,69,66875,58450,0,0,0,219,70954,72890,IA,North Central,Iowa Falls,IA,14493
1074,2328900,emmaus bible college,IA,520013096,Private/Non-Profit,10,9230,12197,0,0,0,22,8415,11997,IA,North Central,Dubuque,IA,24460
1076,186600,graceland university,IA,501401699,Private/Non-Profit,273,250761,188468,318,0,293166,354,268844,305435,IA,North Central,Lamoni,IA,35380
1077,186700,grand view university,IA,503161599,Private/Non-Profit,210,114979,237294,206,0,274522,240,105162,140216,IA,North Central,Des Moines,IA,32667
1078,186800,grinnell college,IA,501121690,Private/Non-Profit,489,151551,613221,74,0,241348,59,166742,222323,IA,Central,Grinnell,IA,56354
1079,459500,hawkeye community college,IA,507048015,Public,84,150356,149888,0,0,0,317,99009,99009,IA,Northeast,Waterloo,IA,14117
1080,840300,indian hills community college,IA,525011398,Public,81,104707,98408,0,0,0,464,101951,98500,IA,Northwest,Ottumwa,IA,12172
1081,186500,iowa central community college,IA,505015798,Public,161,161896,154584,0,0,0,243,183573,186008,IA,North Central,Fort Dodge,IA,11132
1082,186400,iowa lakes community college,IA,513342234,Public,82,86650,68626,0,0,0,124,41892,47266,IA,North Central,Estherville,IA,14218
1089,459800,iowa western community college,IA,515030567,Public,148,142635,158939,0,0,0,289,134535,185120,IA,Northeast,Council Bluffs,IA,13844
1091,407600,kirkwood community college,IA,524062068,Public,216,347326,327507,0,0,0,782,399202,350290,IA,Northwest,Cedar Rapids,IA,15967
1098,187300,loras college,IA,520040178,Private/Non-Profit,229,149836,216643,166,0,452483,332,196904,262539,IA,Northwest,Dubuque,IA,38758
1099,187400,luther college,IA,521011045,Private/Non-Profit,799,434023,979615,530,0,929632,414,386544,515392,IA,Northwest,Decorah,IA,48419
1100,1111300,maharishi university of management,IA,525570001,Private/Non-Profit,130,186515,105688,176,0,286507,204,89101,135324,IA,Northwest,Fairfield,IA,38630
1101,187500,marshalltown community college,IA,501584760,Public,64,50659,48247,0,0,0,195,61053,60803,IA,Northwest,Marshalltown,IA,13449
1102,627300,mercy college of health sciences,IA,503091239,Private/Non-Profit,14,30000,25441,0,0,0,192,48995,81559,IA,Northeast,Des Moines,IA,25217
1103,187900,morningside college,IA,511061751,Private/Non-Profit,401,244004,323499,200,0,326417,139,188495,221003,IA,Northwest,Sioux City,IA,37944
1104,188000,mount mercy university,IA,524024797,Private/Non-Profit,250,171603,327510,222,0,364966,256,79748,106330,IA,Northeast,Cedar Rapids,IA,38095
1105,187700,north iowa area community college,IA,504017299,Public,73,69731,69731,0,0,0,201,78707,78707,IA,Northwest,Mason City,IA,11533
1106,458700,northeast iowa community college,IA,521320400,Public,58,82246,73103,0,0,0,143,80198,74884,IA,Northwest,Calmar,IA,14364
1107,460000,northwest iowa community college,IA,512011046,Public,29,18179,16679,0,0,0,99,15550,17050,IA,Northeast,Sheldon,IA,14451
1108,188300,northwestern college,IA,510411996,Private/Non-Profit,216,158455,213229,131,0,424359,306,138772,185029,IA,Northeast,Orange City,IA,39236
1108,188300,northwestern college,IA,510411996,Private/Non-Profit,216,158455,213229,131,0,424359,306,138772,185029,IL,Region II,Chicago,IL,31925
1108,188300,northwestern college,IA,510411996,Private/Non-Profit,216,158455,213229,131,0,424359,306,138772,185029,IL,Region II,Bridgeview,IL,31627
1109,1230000,palmer college of chiropractic,IA,528035287,Private/Non-Profit,539,719623,656507,162,0,911530,23,59768,62000,IA,Northeast,Davenport,IA,28744
1110,188900,saint ambrose university,IA,528032898,Private/Non-Profit,321,294445,450170,177,0,315528,362,126168,168224,IA,Northeast,Davenport,IA,39639
1111,188700,simpson college,IA,501251297,Private/Non-Profit,392,148863,340256,243,0,526917,124,96908,121135,IA,Northeast,Indianola,IA,43008
1112,184800,southeastern community college,IA,526550605,Public,70,63106,46717,0,0,0,171,60932,102277,IA,Central,West Burlington,IA,11592
1113,185700,southwestern community college,IA,508011098,Public,42,26368,26368,0,0,0,42,21182,21182,IA,Northeast,Creston,IA,11800
1114,729100,st. luke's college,IA,511040263,Private/Non-Profit,7,6332,7797,0,0,0,19,6782,10701,IA,North Central,Sioux City,IA,26458
1115,189100,university of dubuque,IA,520015099,Private/Non-Profit,184,169551,169551,315,0,1491390,213,114084,114084,IA,North Central,Dubuque,IA,35300
1116,189200,university of iowa,IA,522421316,Public,1047,1353984,2555010,1174,0,2864965,737,428156,678230,IA,North Central,Iowa City,IA,20691
1117,189000,university of northern iowa,IA,506140002,Public,452,513556,680988,1059,0,2005239,478,325317,424452,IA,North Central,Cedar Falls,IA,18618
1118,189300,upper iowa university,IA,521429206,Private/Non-Profit,193,258857,324290,27,0,25000,1472,254871,363960,IA,North Central,Fayette,IA,35524
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,IA,North Central,Des Moines,IA,24112
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,IL,Region IV,Quincy,IL,23142
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,MO,Southwest,Berkeley,MO,23132
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,MO,Southwest,Springfield,MO,24286
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,MO,Southwest,Joplin,MO,23070
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,MO,Southwest,Kansas City,MO,23671
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,MO,Southwest,Saint Joseph,MO,24732
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,MO,Southwest,Sunset Hills,MO,22796
1119,2609200,vatterott college,IA,503214704,Proprietary,0,0,0,0,0,0,194,144912,190459,MO,Southwest,St Charles,MO,23643
1121,189600,wartburg college,IA,506772200,Private/Non-Profit,456,168610,552235,295,0,435234,339,166128,207660,IA,Central,Waverly,IA,45305
1123,731600,western iowa tech community college,IA,511061997,Public,127,120339,112787,0,0,0,169,114257,112742,IA,North Central,Sioux City,IA,11347
1124,190000,william penn university,IA,525771799,Private/Non-Profit,264,136825,182433,144,0,224813,837,182976,243968,IA,Central,Oskaloosa,IA,34095
1125,2234500,boise bible college,ID,837141220,Private/Non-Profit,0,0,0,0,0,0,22,8306,11000,ID,Region 7,Boise,ID,24678
1126,161600,boise state university,ID,837251000,Public,220,522964,472160,619,0,2086503,754,449219,597959,ID,Region 1,Boise,ID,18651
1128,161900,college of southern idaho,ID,833033398,Public,159,197158,197960,0,0,0,880,163418,257422,ID,Region 1,Twin Falls,ID,10548
1129,4211800,college of western idaho,ID,836875505,Public,132,303728,245668,0,0,0,853,327885,323374,ID,Region 1,Idaho Falls,ID,13091
1129,4211800,college of western idaho,ID,836875505,Public,132,303728,245668,0,0,0,853,327885,323374,ID,Region 1,Nampa,ID,11245
1131,162000,idaho state university,ID,832095377,Public,459,484274,634410,64,0,228000,582,316696,395270,ID,Region 2,Pocatello,ID,19089
1132,162100,lewis-clark state college,ID,835012698,Public,65,89437,95895,39,0,92087,179,75023,75023,ID,Region 2,Lewiston,ID,16517
1133,162300,north idaho college,ID,838142199,Public,104,176503,173078,0,0,0,414,192230,188618,ID,Region 5,Coeur d'Alene,ID,12266
1134,162400,northwest nazarene university,ID,836865897,Private/Non-Profit,149,139032,133141,189,0,406842,398,180812,263820,ID,Region 5,Nampa,ID,35655
1135,162600,university of idaho,ID,838444291,Public,423,565296,569702,1517,0,2219656,1729,370992,509369,ID,Region 3,Moscow,ID,19381
1137,162800,american academy of art,IL,606044302,Private/Non-Profit,0,0,0,0,0,0,119,41242,54989,IL,Region II,Chicago,IL,33928
1138,2113600,american intercontinental university,IL,601732007,Proprietary,117,1177416,561423,0,0,0,1299,1061704,1835938,IL,Region IV,Schaumburg,IL,20945
1139,163300,augustana college,IL,612012296,Private/Non-Profit,780,278306,916790,459,0,620369,612,280273,373697,IL,Region II,Rock Island,IL,46882
1140,163400,aurora university,IL,605064892,Private/Non-Profit,265,289109,372742,3,0,10500,82,165772,207215,IL,Region II,Aurora,IL,31767
1142,176700,benedictine university,IL,605320900,Private/Non-Profit,267,404391,333617,263,0,363073,404,231479,445800,IL,Region IV,Lisle,IL,35143
1143,163800,black hawk college,IL,612655899,Public,73,153217,126707,0,0,0,298,106746,83900,IL,Region I (Cook),Moline,IL,10893
1146,164100,bradley university,IL,616250002,Private/Non-Profit,160,450230,214637,236,0,614739,166,471711,779024,IL,Region IV,Peoria,IL,42090
1153,726500,carl sandburg college,IL,614019576,Public,28,57181,40361,0,0,0,90,56648,67700,IL,Region I (Cook),Galesburg,IL,8557
1156,169400,chicago state university,IL,606281598,Public,262,589210,510880,47,0,142158,276,252578,276710,IL,Region IV,Chicago,IL,19120
1158,3199300,christian life college,IL,600562522,Private/Non-Profit,2,2849,3605,0,0,0,9,6302,6600,IL,Region II,Mount Prospect,IL,15931
1159,165400,city colleges of chicago - kennedy king college,IL,606213798,Public,48,229556,139474,0,0,0,482,257680,303227,IL,Region V,Chicago,IL,13979
1160,165000,city colleges of chicago - malcolm x college,IL,606123197,Public,85,274865,169540,0,0,0,458,259995,290548,IL,Region III,Chicago,IL,12700
1160,165000,city colleges of chicago - malcolm x college,IL,606123197,Public,85,274865,169540,0,0,0,458,259995,290548,IL,Region III,Chicago,IL,12503
1160,165000,city colleges of chicago - malcolm x college,IL,606123197,Public,85,274865,169540,0,0,0,458,259995,290548,IL,Region III,Chicago,IL,11037
1161,164800,city colleges of chicago harry s truman college,IL,606405691,Public,100,300105,261338,0,0,0,273,229027,182424,IL,Region IV,Chicago,IL,13272
1161,164800,city colleges of chicago harry s truman college,IL,606405691,Public,100,300105,261338,0,0,0,273,229027,182424,IL,Region IV,Chicago,IL,10999
1161,164800,city colleges of chicago harry s truman college,IL,606405691,Public,100,300105,261338,0,0,0,273,229027,182424,IL,Region IV,Chicago,IL,10529
1162,665600,college of du page,IL,601376599,Public,120,328858,303799,0,0,0,622,354043,582426,IL,Region V,Glen Ellyn,IL,12839
1163,769400,college of lake county,IL,600301198,Public,75,202026,126107,0,0,0,1120,209532,252075,IL,Region V,Grayslake,IL,8846
1164,166500,columbia college chicago,IL,606051996,Private/Non-Profit,147,693590,589057,0,0,0,369,479901,827510,IL,Region I (Cook),Chicago,IL,39109
1166,166600,concordia university,IL,603051499,Private/Non-Profit,281,367363,489817,17,0,32000,87,119086,158781,CA,Region 16R (San Diego),Irvine,CA,42472
1166,166600,concordia university,IL,603051499,Private/Non-Profit,281,367363,489817,17,0,32000,87,119086,158781,IL,Region I (Cook),River Forest,IL,36468
1166,166600,concordia university,IL,603051499,Private/Non-Profit,281,367363,489817,17,0,32000,87,119086,158781,OR,Region 5 (Central),Portland,OR,36978
1166,166600,concordia university,IL,603051499,Private/Non-Profit,281,367363,489817,17,0,32000,87,119086,158781,WI,Milwaukee,Mequon,WI,38159
1170,166900,danville area community college,IL,618325199,Public,59,106635,134690,0,0,0,297,100672,102691,IL,Region IV,Danville,IL,10990
1171,167100,depaul university,IL,606042287,Private/Non-Profit,699,2147613,2530595,499,0,1788026,444,1147299,2245603,IL,Region IV,Chicago,IL,48173
1172,1072700,devry university,IL,606185994,Proprietary,670,3126321,2914172,8033,0,18044986,4735,4019421,5454369,IL,Region III,Chicago,IL,31310
1173,175000,dominican university,IL,603051066,Private/Non-Profit,188,250000,336455,0,0,0,126,175560,239500,IL,Region II,River Forest,IL,36761
1174,167400,eastern illinois university,IL,619203099,Public,270,325471,365032,254,0,465575,285,244107,224091,IL,Region IV,Charleston,IL,23811
1176,167500,elgin community college,IL,601237193,Public,83,211524,215143,0,0,0,513,214762,261625,IL,Region III,Elgin,IL,9635
1177,167600,elmhurst college,IL,601263296,Private/Non-Profit,359,286417,327853,20,0,57000,1037,218311,287619,IL,Region III,Elmhurst,IL,44143
1178,167800,eureka college,IL,615309976,Private/Non-Profit,81,73907,88156,26,0,61950,40,57084,62725,IL,Region III,Eureka,IL,28945
1179,2522800,fox college,IL,606381999,Proprietary,29,29908,29320,45,0,137666,329,33701,55714,IL,Region IV,Bedford Park,IL,25886
1186,2055200,harrington college of design,IL,606051900,Proprietary,15,125856,25371,0,0,0,5,35859,5867,IL,Region I (Cook),Chicago,IL,29317
1187,3083800,heartland community college,IL,617619446,Public,79,82507,110009,0,0,0,281,90895,133445,IL,Region III,Normal,IL,11455
1188,168500,hebrew theological college,IL,600773263,Private/Non-Profit,0,0,0,0,0,0,0,0,0,IL,Region II,Skokie,IL,34558
1189,168100,highland community college,IL,610329341,Public,50,83945,86925,0,0,0,158,40812,39600,IL,Region V,Freeport,IL,10500
1189,168100,highland community college,IL,610329341,Public,50,83945,86925,0,0,0,158,40812,39600,KS,South Central,Highland,KS,9608
1191,675300,illinois central college,IL,616350001,Public,124,250000,253032,0,0,0,589,250000,584515,IL,Region II,East Peoria,IL,13090
1192,168800,illinois college,IL,626502299,Private/Non-Profit,299,81776,237264,244,0,301394,344,64860,86480,IL,Region II,Jacksonville,IL,38644
1195,1258400,illinois institute of art (the),IL,606541593,Proprietary,130,382224,501527,0,0,0,600,517250,680188,IL,Region II,Chicago,IL,31823
1195,1258400,illinois institute of art (the),IL,606541593,Proprietary,130,382224,501527,0,0,0,600,517250,680188,IL,Region II,Schaumburg,IL,31380
1196,169100,illinois institute of technology,IL,606163717,Private/Non-Profit,285,600802,645518,604,0,1211532,444,511488,783328,IL,Region I (Cook),Chicago,IL,51572
1198,169200,illinois state university,IL,617901000,Public,424,851225,754334,612,0,1310598,672,534666,844001,IL,Region I (Cook),Normal,IL,26259
1199,170500,illinois valley community college,IL,613489692,Public,75,88364,117819,0,0,0,574,94767,126356,IL,Region II,Oglesby,IL,11679
1200,169600,illinois wesleyan university,IL,617022900,Private/Non-Profit,162,265652,331554,260,0,598821,341,198909,252583,IL,Region IV,Bloomington,IL,50324
1201,807600,john a. logan college,IL,629182500,Public,61,75981,72562,0,0,0,360,95261,90975,IL,Region II,Carterville,IL,8092
1203,1281300,john wood community college,IL,623050401,Public,40,52961,48393,0,0,0,243,50024,49732,IL,Region I (Cook),Quincy,IL,12235
1204,169900,joliet junior college,IL,604318938,Public,78,185000,166820,0,0,0,661,192411,195584,IL,Region III,Joliet,IL,8067
1206,170000,judson university,IL,601231498,Private/Non-Profit,13,101590,17000,106,0,155000,227,83538,102418,IL,Region III,Elgin,IL,39014
1207,769000,kankakee community college,IL,609016505,Public,60,128074,100343,0,0,0,415,146160,165150,IL,Region IV,Kankakee,IL,10427
1208,170100,kaskaskia college,IL,628017878,Public,60,87244,87244,0,0,0,222,82377,82377,IL,Region V,Centralia,IL,9808
1209,170300,kendall college,IL,606224278,Proprietary,26,77102,76714,31,0,33500,241,99066,148993,IL,Region II,Chicago,IL,40643
1210,768400,kishwaukee college,IL,601509699,Public,69,86554,118077,0,0,0,180,83027,105943,IL,Region IV,Malta,IL,13244
1211,170400,knox college,IL,614014999,Private/Non-Profit,518,142891,722702,339,0,531113,445,139898,234161,IL,Region II,Galesburg,IL,49190
1213,170600,lake forest college,IL,600452399,Private/Non-Profit,347,298829,398438,130,0,486482,597,477510,636678,IL,Region II,Lake Forest,IL,51631
1215,764400,lake land college,IL,619389366,Public,44,87194,56599,0,0,0,342,72916,126133,IL,Region IV,Mattoon,IL,9679
1216,2352200,le cordon bleu college of culinary arts in chicago,IL,606103050,Proprietary,28,47739,68280,0,0,0,99,65045,85200,IL,Region IV,Chicago,IL,20602
1217,1002000,lewis and clark community college,IL,620352466,Public,59,148419,133957,0,0,0,324,154003,191000,IL,Region III,Godfrey,IL,8543
1218,170700,lewis university,IL,604462200,Private/Non-Profit,428,433243,757732,0,0,0,150,204052,210200,IL,Region I (Cook),Romeoville,IL,34901
1219,170800,lincoln christian university,IL,626562167,Private/Non-Profit,42,49021,65362,29,0,81485,112,27897,37196,IL,Region I (Cook),Lincoln,IL,26434
1220,170900,lincoln college,IL,626561699,Private/Non-Profit,168,65932,176138,0,0,0,307,107233,130250,IL,Region I (Cook),Lincoln,IL,29217
1220,170900,lincoln college,IL,626561699,Private/Non-Profit,168,65932,176138,0,0,0,307,107233,130250,IL,Region I (Cook),Robinson,IL,6039
1221,717000,lincoln land community college,IL,627949256,Public,79,123776,112895,0,0,0,393,131578,133578,IL,Region I (Cook),Springfield,IL,8868
1222,171000,loyola university chicago,IL,606112196,Private/Non-Profit,1581,1830214,2980075,1189,0,3364791,1140,719089,821536,IL,Region IV,Chicago,IL,48958
1223,171600,maccormac college,IL,606024405,Private/Non-Profit,8,26235,25316,0,0,0,80,44210,44210,IL,Region IV,Chicago,IL,22908
1224,171700,macmurray college,IL,626502590,Private/Non-Profit,85,64516,60789,260,0,304123,335,83752,83963,IL,Region IV,Jacksonville,IL,31846
1226,769100,mchenry county college,IL,600122761,Public,34,57664,57020,0,0,0,121,37536,37525,IL,Region III,Crystal Lake,IL,10902
1227,172200,mckendree university,IL,622541299,Private/Non-Profit,357,160639,360742,16,0,38205,175,114097,152129,IL,Region III,Lebanon,IL,37845
1228,622800,methodist college,IL,616159235,Private/Non-Profit,28,35857,46160,0,0,0,26,34341,41209,IL,Region III,Peoria,IL,33017
1229,456800,midstate college,IL,616143558,Proprietary,16,30000,29401,0,0,0,323,42748,45544,IL,Region IV,Peoria,IL,27329
1231,172400,millikin university,IL,625222084,Private/Non-Profit,441,192005,451369,326,0,492348,148,168251,224335,IL,Region III,Decatur,IL,39472
1232,172500,monmouth college,IL,614621963,Private/Non-Profit,316,133631,318768,245,0,248538,516,182096,242795,IL,Region V,Monmouth,IL,42027
1233,172700,moody bible institute,IL,606103214,Private/Non-Profit,34,115594,115594,0,0,0,257,100316,172286,IL,Region II,Chicago,IL,27318
1234,769200,moraine valley community college,IL,604650937,Public,122,220629,254419,0,0,0,432,239570,181000,IL,Region III,Palos Hills,IL,9941
1235,888000,morrison institute of technology,IL,612702959,Private/Non-Profit,13,11883,16927,0,0,0,41,22245,27534,IL,Region II,Morrison,IL,22909
1236,4227900,morthland college,IL,628962742,Private/Non-Profit,3,5000,6285,0,0,0,54,5000,4200,IL,Region III,West Frankfort,IL,19796
1237,172800,morton college,IL,608044398,Public,50,97527,97527,0,0,0,388,141538,141538,IL,Region II,Cicero,IL,8673
